"","groupWnt1.OVX.b1","groupWnt1.OVX.b2","groupWnt1.OVX.b3","groupWnt1.OVX.b4","AveExpr","F","P.Value","adj.P.Val"
"Clrn1",0.145972694816681,-0.132282908737136,-0.0783322903084973,-0.133047839435864,0.046695942671432,3.20993404036406,0.0315069150497185,0.789046372748531
"Ak2",0.106105247745542,-0.0421147153635528,0.203938331252562,-0.0887923552048424,0.0689112120414585,3.20949653329061,0.0315223138408425,0.789046372748531
"Sgcb",0.234457148259957,-0.115037880878754,0.0100538525475263,0.120325353503545,0.0407783153161795,3.20933061998503,0.0315281555341733,0.789046372748531
"Olfr978",-0.114721163218459,0.0535141572140102,0.265423274645613,0.0483407142418733,0.0431086353899937,3.20909298898478,0.03153652436828,0.789046372748531
"Ccdc63",-0.0711436411293679,-0.190690988605821,0.030711402113143,0.106669880124336,0.0374944113160743,3.20563402978835,0.031658609653526,0.791041997893585
"Rin2",-0.143089880944982,0.112554552307879,-0.169802853027043,-0.181435014707042,0.0454707597140153,3.20367844033249,0.0317278557659432,0.791713784066061
"Cmtr1",0.0404133297885706,-0.121374921549529,0.242676552957041,0.066626099700565,0.0578211316536995,3.20060893070346,0.031836870804067,0.79337482043735
"Srsf1",-0.312141635616803,0.0294473008075694,0.289410639886056,0.0895917234220647,0.110832898096023,3.19859186846226,0.0319087250134502,0.794106618510497
"Oscp1",-0.202329722380691,0.0745043615173671,0.132452850534269,-0.00231177585097163,0.0410696400321944,3.19379755201021,0.0320802084633212,0.794278382536614
"Sntb1",0.100695923893248,-0.0135404973189849,0.232956306981489,0.0525223119841618,0.0730506499244461,3.19253113999983,0.0321256693771111,0.794278382536614
"Set",-0.128884407904889,0.105997260110151,0.309136511058964,0.171699341219871,0.154877045628244,3.1912669389319,0.032171119406589,0.794278382536614
"Casp14",0.0976941111302737,-0.258121292577832,-0.108626943350981,-0.00903712483320029,0.0425565308439292,3.19113091706892,0.0321760136894547,0.794278382536614
"Snai3",0.161180908798313,-0.253972843068936,-0.168430145244496,-0.0202578814802278,0.0553034974563668,3.18945299244296,0.0322364533946165,0.794278382536614
"Nfat5",0.132189322401397,-0.193979578374835,-0.13272932895365,-0.0682208140326924,0.0495930691425396,3.18824705542428,0.0322799665825683,0.794278382536614
"Drd3",0.0805976614789381,0.11951615417038,-0.00478397066019243,0.067577237018834,0.0455554138856339,3.18624222847023,0.0323524442734709,0.794278382536614
"Rph3a",-0.138836411869451,-0.112490599811449,0.054852247656648,-0.120776270480984,0.0553879431704218,3.18532275022768,0.0323857428645153,0.794278382536614
"Vkorc1",-0.245074112756535,0.0304073722420469,0.0974380089714315,-0.0360044703152849,0.0479807245801597,3.18507702201305,0.0323946480109718,0.794278382536614
"Hsbp1l1",0.0148798385498161,-0.230356859713537,0.021662168852505,0.103974854678413,0.0295281831653369,3.18110306019954,0.0325390265639769,0.794278382536614
"Arrb1",-0.422591079002227,0.316254881697693,0.0937431760806578,-0.253781486994359,0.186584466705147,3.18088814152358,0.0325468543224156,0.794278382536614
"Pskh1",-0.109583330852303,0.0463748077276133,-0.240031885927745,-0.224367949959062,0.0710077260446553,3.17905331207123,0.0326137641441031,0.794278382536614
"Serpinc1",-0.218938096760631,0.248130841978584,0.0976479574851569,-0.102211418882122,0.0402132742412352,3.17894626161557,0.0326176724227166,0.794278382536614
"Kcnrg",0.0792760437463065,-0.0454659216434638,-0.0488134967835342,-0.210993676276777,0.0377280050688853,3.1788486797279,0.0326212354505033,0.794278382536614
"Ctsc",0.0690288813965275,0.139196645706903,0.170793068647101,0.0611873214774958,0.052772695951021,3.17477403288866,0.0327703846972617,0.794278382536614
"Arsg",-0.220601719111646,0.153097016447632,0.116899126349132,-0.0803500916185125,0.0268729159932827,3.17209184030491,0.0328689606920166,0.794278382536614
"Atp13a2",-0.12975586378522,0.199934174512059,0.441223828975394,0.0616029100291748,0.264068223222272,3.17138107346148,0.0328951357273896,0.794278382536614
"Sash3",0.0612630291493731,-0.00889240422889733,0.212645727116256,-0.041336903126884,0.0422230452953163,3.17108114115419,0.0329061878383138,0.794278382536614
"Pax4",-0.153666890131438,0.0865173265233237,0.110871422064924,-0.210442398549868,0.0509066738590584,3.17096988220618,0.0329102885900666,0.794278382536614
"Gypc",-0.191640442767707,-0.256835861574184,0.166899205835274,0.25286334883145,0.117508091586962,3.17065888582241,0.0329217540976268,0.794278382536614
"Phospho1",-0.450959059988028,0.0114722412546207,0.143178592174972,-0.0244052616478435,0.154590946161672,3.17047977532031,0.0329283592979338,0.794278382536614
"Cyp26b1",-0.203162515133722,0.168682563402654,0.201915594584726,0.0705428083958811,0.0640488711144285,3.16986384641764,0.0329510841753734,0.794278382536614
"Cd163",0.116765069062441,-0.123879329226483,0.103168235486252,0.231784669856058,0.0481532320314247,3.16837008642786,0.0330062663151599,0.794278382536614
"Trbv29",0.032446035289514,0.128543016994588,0.312758162245869,-0.0183748374812654,0.0477995449294755,3.16763714881494,0.0330333783263446,0.794278382536614
"Cntn1",-0.00239613378781852,-0.021192398182659,-0.0500049542817401,-0.203563473086387,0.0350701148933249,3.16747584170926,0.0330393484038348,0.794278382536614
"Nicn1",-0.0799784424554424,-0.121108370219883,0.112816958014927,0.0548190734663214,0.0314558537828661,3.1670390584773,0.0330555197971306,0.794278382536614
"Alg12",-0.250640095808772,0.0792859586763476,0.00678927378990608,-0.0914996965647774,0.0403786237103285,3.16610277014533,0.0330902132067203,0.794278382536614
"Nr2f6",-0.173394043449385,-0.0329210979011773,0.058197458349157,-0.0849139997675903,0.0520107407215624,3.16568901351897,0.0331055569821307,0.794278382536614
"Rfc4",0.0476373388694302,-0.183932333130459,-0.0505865497430692,-0.0921616053958882,0.0898681399142313,3.16069537481386,0.033291340311561,0.794942060124535
"Pura",-0.131343952869713,0.172490082492351,0.276963469126353,-0.0335243719857892,0.0736052481791932,3.16000547978737,0.0333170943584024,0.794942060124535
"Rspo2",-0.138708640071696,0.150294673586563,0.195420777171549,-0.12005170897803,0.0362484358984262,3.15961853743559,0.0333315483544865,0.794942060124535
"Wrnip1",-0.113208731192997,-0.0750568435312747,0.112705604685715,-0.0754186547415402,0.0617800727252153,3.15932007426572,0.033342701827766,0.794942060124535
"Septin14",-0.0439606378177553,0.100275342099652,-0.00155750074227064,-0.211972292591831,0.0387630771467674,3.15923493536532,0.0333458841700179,0.794942060124535
"Eogt",-0.0748864827342063,0.206576643056489,0.159277695068626,0.0273510535599851,0.0233130379636109,3.15448505039303,0.0335239400620792,0.795928129388256
"Aadacl2fm1",0.019077938316958,0.104731723212634,0.194963270896605,0.0797148388182543,0.0284445797718982,3.15425846470134,0.0335324592028423,0.795928129388256
"Atxn7",0.106822846538395,-0.193434593758768,0.104272539050637,0.0678797223855401,0.0411374098314354,3.15192221836331,0.0336204316851326,0.795928129388256
"Plrg1",-0.0707636480425434,0.170890355940402,-0.0688041709554144,-0.14527085433124,0.0303454183597872,3.15161871830415,0.0336318781559241,0.795928129388256
"Dad1",-0.174616396084289,-0.224491585503732,0.0117862046012205,-0.00632318876258153,0.110626445320611,3.15050115219049,0.0336740628331907,0.795928129388256
"Tsnax",-0.00531407029963385,-0.329481345170775,-0.0554672768264639,-0.0103563425318729,0.140512614599174,3.15030624581306,0.0336814257181663,0.795928129388256
"Adh1",-0.11545815041544,-0.106768515660538,-0.0107158560236542,-0.0272957720345465,0.0316561490672437,3.1494871844547,0.0337123857559498,0.795928129388256
"Arhgap4",0.164114921574939,-0.108904927097093,0.214960253916996,-0.0818241012685195,0.0960791590326613,3.14682371302044,0.0338132731309746,0.795928129388256
"Olfr1500",-0.0827261482104768,-0.0510126803381064,0.0199669155575766,0.206026388365254,0.0533566295587355,3.14356077177127,0.0339373057688609,0.795928129388256
"Vmn1r202",0.109396330693823,0.155797764604526,0.0606485331537173,0.0496883177724688,0.0502741525413995,3.14287255085021,0.0339635286110442,0.795928129388256
"Usp18",-0.180218583299946,0.202848176873118,0.157414266507467,-0.118245678011255,0.0366813637391872,3.14272190909059,0.0339692712958874,0.795928129388256
"Osgin1",-0.244083413016656,0.00145313011849696,0.0687318221465592,-0.144386005133007,0.0679876810964153,3.14254661861173,0.0339759549278448,0.795928129388256
"Ndrg2",0.170783230091833,-0.0334539434146774,-0.153908733438231,-0.0916004509471267,0.0452478831502279,3.14101976303575,0.0340342315041495,0.795928129388256
"Mtg1",0.0637516666890356,-0.0715890932206251,-0.252597628601826,-0.102636485945893,0.0395211517373604,3.14065544364464,0.0340481524644883,0.795928129388256
"Siah2",-0.0750066365061435,0.252170283043102,0.284430046268436,-0.0930305287561751,0.0717723124679615,3.13957157697431,0.0340896038190807,0.795928129388256
"Brd2",-0.285287489261474,0.181985663787519,0.156183713244383,0.00554946075906408,0.089765713951757,3.13941044241367,0.034095770830202,0.795928129388256
"D5Ertd579e",-0.133359901053177,-0.0440312472393445,0.18952339244892,-0.0419919915827689,0.0320373419028688,3.13865143466305,0.0341248358840047,0.795928129388256
"Lrrc36",-0.147563231733623,0.110558155709296,0.22355822924517,-0.0407523583380216,0.031284747354491,3.13294924702431,0.0343440380445072,0.795928129388256
"Slc22a22",-0.0492463159396816,0.163903729749779,0.496359926708074,0.107243336028641,0.184175915142333,3.13233090098611,0.0343678983150177,0.795928129388256
"Gpr156",-0.213105339320751,0.194567277701862,0.0929082057752755,-0.104915550592152,0.0525864879318792,3.13213113241792,0.0343756106058717,0.795928129388256
"Sidt2",-0.318890632989145,0.272626458258374,0.0490620582714727,-0.0315674401328375,0.102724060679945,3.12235001121329,0.0347554849989376,0.795928129388256
"Rassf3",-0.0762821164843305,-0.0428443835228162,0.189052113619653,0.273345362242086,0.117844895960624,3.12227003038279,0.034758609616409,0.795928129388256
"Sh3glb2",-0.0690485717682457,-0.116733233541434,-0.232815064711083,-0.131537825589587,0.0620819957704238,3.12070928492715,0.0348196432838874,0.795928129388256
"Nup85",-0.194168549590586,0.0417509811057602,0.331950680098301,-0.00186536440861269,0.138312301257009,3.1201710811252,0.0348407164394854,0.795928129388256
"Fpgt",-0.0484878726013714,-0.0248705533942588,0.205758139463868,0.0096163687069174,0.0424009940347356,3.11542025920823,0.0350273229749286,0.795928129388256
"Ddr1",-0.171255033392186,-0.0239336488082144,0.139919044269204,0.0197120682731313,0.0598563576360544,3.11417809445769,0.0350762889753509,0.795928129388256
"Rnf187",-0.0818628511196828,-0.166219676091452,-0.366555661041282,-0.274348910498835,0.364240351404967,3.11393737314128,0.035085786610135,0.795928129388256
"Cdh24",0.0123413742510603,-0.105679135302612,-0.165592478259137,0.156013520644979,0.0367864840931387,3.11142361766828,0.0351851302976688,0.795928129388256
"Nup107",-0.220238317870466,-0.127055894093759,-0.0401351422659039,0.0399062885642206,0.0896454629275611,3.11036928056682,0.0352268868257214,0.795928129388256
"Zfp709",-0.063092670306351,-0.203564559621379,0.174631230620948,0.123440278765223,0.0980911681250166,3.1089685014416,0.0352824456463988,0.795928129388256
"Krtap22-2",0.142609135399193,0.0286880452847659,0.157743940861434,-0.0216319110742643,0.0352185604112376,3.10883099400849,0.0352879046015682,0.795928129388256
"Chid1",-0.242718419027495,0.0877851408733421,0.175115111013397,-0.0671273874805027,0.0519468236951115,3.1061984681823,0.0353925877085026,0.795928129388256
"Lrrc27",0.173775719411557,0.0362281790930151,0.0376588072896061,-0.0171657538361799,0.0412030923595587,3.10448492048159,0.0354609049755555,0.795928129388256
"Hnrnpl",-0.188613151042327,-0.395903840589957,-0.0871116663122252,0.0618837108150613,0.544294953991904,3.10418833748906,0.0354727436572234,0.795928129388256
"Strn",-0.156217674652446,0.272567141201021,0.107841722222157,-0.0968889309213143,0.0419061594525381,3.10141878629741,0.0355834989143974,0.795928129388256
"4933436I01Rik",-0.097401738992522,0.255466110684872,0.13737899265775,0.00257390935710691,0.0368862766586834,3.09930736567484,0.0356681825593027,0.795928129388256
"Zfand4",-0.190293457977091,0.0561930231817096,0.0757472292805926,-0.191706776821366,0.0925442939190224,3.09803540545077,0.0357193011204091,0.795928129388256
"Ghrl",0.0436958602351009,-0.123155981649963,0.160481009443843,0.232934552744253,0.0345334310030955,3.09756288765451,0.0357383109044711,0.795928129388256
"1700010B08Rik",-0.134832785668072,0.332489648125639,0.0984951341068253,-0.0591724237318427,0.0435616740799308,3.09735587514789,0.0357466425816011,0.795928129388256
"Olfr135",-0.0916443056277155,0.207107690892811,0.0658812641499957,0.00374908475971844,0.0287762152384688,3.09696825939921,0.0357622485963004,0.795928129388256
"Fam205c",-0.140423613171274,0.026662737517083,0.157483027992845,0.00776529114968511,0.0382008424168953,3.0948328585266,0.0358483532763692,0.795928129388256
"Adap1",0.0318965949275728,-0.283184073977566,-0.0895724190413957,0.206673373941077,0.0747034146085143,3.09360822691456,0.035897832999225,0.795928129388256
"Cadm3",-0.139320086502685,-0.0644239099052589,0.11210925385997,0.0618864937646751,0.0345276364422601,3.09289197848854,0.0359268058112373,0.795928129388256
"Fhl1",-0.0739779070997938,0.305365372049416,0.110423722664148,-0.201328510454101,0.0600703609560413,3.09238825241548,0.0359471968316754,0.795928129388256
"Prex1",-0.118801932418152,-0.318599757062389,-0.0626623113670566,0.232101550954309,0.10688956571725,3.09168051995808,0.0359758669187491,0.795928129388256
"Fgl1",-0.0241334146750913,0.160231678406627,0.303302679200651,0.0302868211436585,0.0417750020429489,3.09153103397048,0.0359819256756224,0.795928129388256
"Gbp3",-0.173292813272306,0.121931004559864,0.148628399662287,0.0579603452297012,0.0432615881764486,3.088005470659,0.0361251341321228,0.795928129388256
"Frs2",0.129758959481601,-0.0712190088190768,0.307202326783986,0.0184393230729791,0.0984015852190485,3.08783766883118,0.0361319653499305,0.795928129388256
"Aup1",0.1556522280463,-0.304224890884643,-0.112030253467532,0.0460774913429888,0.0941001783472771,3.08652235223481,0.0361855595728996,0.795928129388256
"B3galnt2",-0.267764176356125,0.150889862186017,0.343869930269768,-0.0516334184623902,0.0743978150265863,3.08532559850773,0.0362343963067356,0.795928129388256
"Sgcg",-0.0732455008826744,0.0332134080250244,0.14191488290165,-0.143116339056003,0.0465078729453156,3.08504632536285,0.0362458028839693,0.795928129388256
"Adam26b",-0.0767055000217753,0.278301238590723,0.0195681928109657,-0.0302544831595682,0.0654594261148489,3.08472878140872,0.0362587772290756,0.795928129388256
"Kansl1",-0.0284150917810526,-0.227121855917293,0.0324054559876643,0.010236651959868,0.0463654004010646,3.07656975960222,0.0365938424196108,0.795928129388256
"Prss56",0.139413179067796,-0.00460557545761574,0.0762222453924033,-0.0920560417923285,0.0370575575825489,3.07588249944658,0.0366222160728724,0.795928129388256
"Nuak2",-0.0646109287662505,0.236097164110601,0.195192173607046,-0.142257265487145,0.0513263968214305,3.07571097178194,0.0366293012713461,0.795928129388256
"Myh4",0.131796990272309,0.0652964588851423,0.324472327467473,-0.0245710003949439,0.0993096087018986,3.07467144325889,0.0366722717160368,0.795928129388256
"Lhfpl4",0.0322140614470265,0.213088965067575,0.148672615013744,-0.00184560653460328,0.0581653102519725,3.07463789864719,0.036673659224996,0.795928129388256
"Pramel20",-0.11567646152273,0.303760836648836,0.177824034170413,-0.135501871383702,0.0455092695245626,3.07049116804592,0.0368456118006251,0.795928129388256
"Stil",-0.105046115115486,0.265606906778485,0.242846132689692,-0.0518073577979943,0.0462031470069452,3.06910650197054,0.0369032206450894,0.795928129388256
"Wdr1",0.21390765885033,-0.00893611899736566,-0.210145165004306,0.132452726539215,0.133037457414537,3.06892332647358,0.0369108488106808,0.795928129388256
"Nacc2",0.196187438294883,-0.0239470816069637,0.247002268058984,0.0589070417413316,0.0548164077333237,3.06881214084298,0.0369154798463569,0.795928129388256
"Hsd17b2",0.0746490729017201,-0.251919481987177,-0.120965584484754,-0.0519406858079235,0.0481822276300936,3.06723089009251,0.03698140808146,0.795928129388256
"Olfr617",-0.12580587845051,-0.168355340302565,-0.018222389452886,0.0298593699188246,0.0329490204215132,3.0664506830079,0.0370139839609177,0.795928129388256
"Zdbf2",-0.167606464567506,0.180422549551825,0.14992397537594,-0.13218705998076,0.043226290996254,3.06643801309195,0.0370145132180028,0.795928129388256
"Clcc1",0.00836326167002628,-0.156540642671089,-0.0139520568280122,-0.166935159769318,0.0965532121415249,3.06454381719806,0.037093729613295,0.795928129388256
"Qpct",-0.0993869797034001,0.0556600642044956,-0.128044859630347,-0.274430190170894,0.0432928716926591,3.06135383124648,0.0372275446042504,0.795928129388256
"Paox",0.0249752940622377,-0.221874591088654,0.0599712509480367,0.191661934987876,0.053418450522507,3.05899778519151,0.0373267067512464,0.795928129388256
"Sytl5",-0.0713614739569274,0.0775441362964111,0.2236278195857,-0.11156589503735,0.0499103100709448,3.05869682386668,0.0373393939473174,0.795928129388256
"Olfr147",-0.0700484240564859,0.249932408595379,0.285617820971555,-0.0848127873070162,0.0422291572577339,3.05672656295803,0.0374225648083255,0.795928129388256
"Fam228a",0.0209601072042565,-0.0613137889631201,-0.109489465537021,-0.161072787960866,0.0258911982342491,3.05414575350266,0.0375318070545743,0.795928129388256
"Tbcel",0.0829784422594104,-0.203993249326594,-0.175003212153205,-0.098818480788734,0.087376554547209,3.05402896558512,0.0375367585474024,0.795928129388256
"Olfr1471",-0.115122842294517,0.184079507044139,0.219907356051289,0.0576068593297167,0.0509165936484342,3.05364487994403,0.0375530476435706,0.795928129388256
"Mvb12b",-0.19787714706294,0.157177839404494,0.0592052867486818,-0.0663221347295242,0.0339034443134505,3.05238029708186,0.0376067318304783,0.795928129388256
"Cpsf7",-0.191677564700177,-0.0962700287685445,-0.0473977520809226,-0.050062629545153,0.0981596825082806,3.05159443731026,0.0376401343403225,0.795928129388256
"Akt1s1",-0.0723185245108845,-0.145835060109547,0.229209778368681,0.0116239020670251,0.074092987687665,3.04875562653501,0.0377610594478252,0.795928129388256
"Abcc4",-0.1378059921105,-0.0219193804366174,0.21354855374483,-0.073396497285288,0.128650658004614,3.04817258076087,0.0377859466133863,0.795928129388256
"Pik3ap1",-0.19505483983719,-0.0661137270915518,0.105427805937896,-0.0220235774911515,0.0742351296487768,3.04812010991291,0.0377881871740691,0.795928129388256
"Mki67",-0.068091519817449,-0.216729581374279,-0.145141703774194,-0.32306647388803,0.216653179409803,3.04647319524958,0.0378585840369457,0.795928129388256
"Slc35d2",-0.12423762917226,0.0913396470627322,-0.217852699421171,-0.214541886596385,0.0661997301082071,3.04494070549251,0.0379242151246089,0.795928129388256
"Safb",-0.0976705847473005,-0.0475373617932017,-0.231257064778532,-0.167358649820543,0.0674466511274257,3.04388641017238,0.0379694370937639,0.795928129388256
"Mblac1",0.0848690733425607,-0.265878486253979,-0.107946067370264,-0.0896228780596426,0.0676586704840214,3.04292908395137,0.0380105494386342,0.795928129388256
"Tmem134",-0.245825246777785,0.265461600923354,0.352878655102045,-0.019627211722285,0.213933429577934,3.04209409433965,0.0380464466941239,0.795928129388256
"Abra",-0.0252136974772032,0.0466352994883139,-0.127297267450008,-0.238363797524536,0.0494550397207914,3.04072213875596,0.0381055070984591,0.795928129388256
"Rgs17",0.197254990651974,-0.26327480258731,0.0636818658877884,0.0920763634741324,0.0553038524966892,3.04044489163159,0.0381174539629928,0.795928129388256
"Ighj1",-0.325271091377679,-0.237899602993742,-0.257818236002163,0.055861279544291,0.206861235073688,3.04027621769928,0.0381247242454167,0.795928129388256
"Fst",-0.184929504147518,-0.0854533618210132,-0.028252405186361,-0.0492201864664562,0.0428429994238843,3.04018799941998,0.038128527268542,0.795928129388256
"Zic2",-0.26973217997984,0.0869816172879601,0.16449587818165,-0.0995706337094049,0.0853214714274537,3.03911945528534,0.0381746234451721,0.795928129388256
"Ash1l",0.118952525100986,0.0852674418674995,-0.132239289041752,-0.0219276939483296,0.0693360059908286,3.03763180567887,0.038238898220486,0.795928129388256
"Plpp6",0.0114073763097927,0.149160979774547,0.363509306723227,-0.00278488257822621,0.0655532225465513,3.0375518508981,0.0382423559708167,0.795928129388256
"Chd6",0.129231000107963,-0.0575192291181187,-0.0559278550726164,-0.0830765971066354,0.0345929249263368,3.03733056434479,0.0382519275342933,0.795928129388256
"S100a14",-0.150564952952205,0.0272332292953026,-0.085535687740659,-0.20141440970881,0.0333014776984375,3.03722265258223,0.0382565960906866,0.795928129388256
"Cep295",0.0305545029204747,-0.157260700763276,-0.081486217413588,-0.136191366500639,0.0487550624606146,3.03707703895374,0.0382628966927619,0.795928129388256
"Dvl1",-0.0530642774485138,-0.405423666322025,0.0159778592909412,0.164025444342791,0.103440511069315,3.03541559294446,0.0383348644944954,0.795928129388256
"Olfr1425",0.0902271015587373,0.155067249063754,0.217344709577199,-0.0275706506992853,0.0367471442624821,3.03446952476927,0.038375909031756,0.795928129388256
"Mapk8ip2",-0.208955393076573,-0.0225446321539514,-0.0168234645933382,-0.0876034184571893,0.0504159095655158,3.03290744489046,0.0384437811314104,0.795928129388256
"Ces1g",-0.0239964081997548,-0.0650990828790736,-0.00524113621564542,-0.173943217797064,0.0479352814491968,3.03187960790861,0.0384885100837653,0.795928129388256
"Rnaseh1",-0.0709528147720876,-0.170258015242502,-0.152607162465354,-0.0407433599629507,0.0415401047830462,3.03173650178173,0.0384947420996101,0.795928129388256
"Vps37b",-0.138570909992176,0.145287833597829,-0.0427263638281012,-0.200066779309728,0.0293652792092587,3.03171227428561,0.0384957972699214,0.795928129388256
"Wdr55",0.0969979615841515,0.121891759997286,0.213459928415601,0.0171968439738716,0.0363310193235592,3.03163928114426,0.0384989764965021,0.795928129388256
"Rab27a",-0.228585506064512,0.296807587783124,0.42546706537913,0.0629918224986844,0.152366934685866,3.03062517364609,0.0385431749854105,0.795928129388256
"Prr32",-0.173296368683912,-0.104341220927352,0.048726898141781,-0.0155162454886117,0.0410839904595542,3.02967190560328,0.03858477106496,0.795928129388256
"Olfr310",-0.0457242920823022,0.172000048725132,0.286619880528702,0.0429464529564253,0.0318281903242458,3.02881840176749,0.0386220544082774,0.795928129388256
"Polm",-0.0817510976553259,-0.0167264430563323,0.00583976775943512,-0.189247807310048,0.0495133827856771,3.02734402668459,0.0386865493387573,0.795928129388256
"Mcidas",0.0150576804337046,-0.300760034765112,-0.01638625594459,0.0559916930196996,0.0571340268254067,3.02691760735362,0.0387052239280374,0.795928129388256
"Gadd45gip1",0.0920587716205603,-0.22180617009601,-0.073422263294871,-0.15172894347784,0.0856109367824791,3.02600691768004,0.0387451387296645,0.795928129388256
"Ptpa",-0.189257889556995,0.103111092405246,-0.0449811153948437,-0.12726287325166,0.0265962692119361,3.02476209382417,0.0387997691728006,0.795928129388256
"Cyhr1",-0.0414387571652478,0.37542451516321,0.28131407275741,-0.0654784050548288,0.107005879527695,3.0230411390091,0.0388754300450418,0.795928129388256
"Gatad2a",-0.281503953763251,0.118486154268893,-0.0415082842505775,-0.309760243504872,0.113188813566532,3.0219730376551,0.0389224674317684,0.795928129388256
"Sun1",0.00783339825271523,-0.219835860385129,0.150141477851441,0.00168151197542032,0.0818452451989894,3.0218052949903,0.0389298600320049,0.795928129388256
"Noc2l",-0.193150860049524,0.130255098442741,0.08575553647962,-0.146705500698553,0.0400237226515151,3.02164354359534,0.0389369900041875,0.795928129388256
"Vrk2",0.0179975202432024,-0.167088829128732,-0.200203582482957,-0.164638816521197,0.125422505086425,3.0209293858381,0.0389684865482896,0.795928129388256
"Map4k3",0.191315086142839,-0.176045519916252,0.0479954825982715,0.0548407279263977,0.0394559683717716,3.02011381487215,0.0390044888559565,0.795928129388256
"Rbm7",0.000656002538055888,-0.104591906765304,-0.132422584930034,-0.125148427777585,0.043475626812886,3.0201128262452,0.0390045325190442,0.795928129388256
"Gm12253",-0.0606869791597013,-0.0693438527041496,0.138299032214378,0.0833111817884574,0.0233211768776743,3.01937064245252,0.0390373260164805,0.795928129388256
"Eif1a",-0.170269097027591,-0.0735592052924752,0.0411598042551869,-0.0812677307193773,0.0617227278512644,3.01915898202563,0.0390466836332262,0.795928129388256
"Homer1",0.00408598536496828,0.266400078982498,0.151129883742532,-0.163367231810762,0.087489397658553,3.01854106035528,0.0390740159141247,0.795928129388256
"Prepl",-0.202260029422307,0.208362477829272,0.144250605117391,-0.0636521722671264,0.0499079625637759,3.01612324734018,0.0391811577040523,0.795928129388256
"Cyp2f2",0.133982768182517,0.104332757015415,0.224199306400129,0.0701003480126234,0.0573451409729382,3.01580440303589,0.0391953101059589,0.795928129388256
"Eif5",-0.1761498444136,-0.447194148919522,-0.245128432191547,-0.123115888377556,0.237327575963759,3.01479397814295,0.039240195298347,0.795928129388256
"Ap1g1",0.0624374079238416,-0.134757474973058,0.0939914071369995,-0.058910696521649,0.059565087303678,3.01418722851189,0.0392671746423793,0.795928129388256
"Eif5a2",0.0707280325377435,-0.297861517250367,-0.062322447712834,0.076486148713626,0.0622848148870525,3.01417893559461,0.0392675435265364,0.795928129388256
"Ccdc172",-0.0229093209449416,-0.150156238849847,0.0728115297787739,-0.0280581091587356,0.0432609322080275,3.01357485565409,0.039294424018595,0.795928129388256
"Pdzk1ip1",-0.0691787222322114,-0.122114513465889,-0.211006831313735,-0.278500988262022,0.119987042485609,3.0134102874311,0.0393017504039124,0.795928129388256
"Nr1h5",-0.0719922150426085,0.0304041799678356,0.190075462360254,0.17308817431735,0.0398813037346043,3.01322860879871,0.039309840211013,0.795928129388256
"Ptbp1",-0.193490303626823,0.211314886850491,0.0963715027622968,0.0804498148018053,0.133396405827037,3.01035330408557,0.0394381080577521,0.795928129388256
"Dusp16",0.0560005287518828,-0.0670623143041215,-0.0174283977689731,-0.166981596525548,0.033712307140724,3.00930993313555,0.0394847629603799,0.795928129388256
"Ezh2",-0.333258032030189,0.126395974239978,-0.0868702932389941,-0.022740988760892,0.0705676017770658,3.00918956105875,0.039490149236774,0.795928129388256
"Adnp2",-0.175116481579967,0.0431218266974199,0.233583382927974,0.0367385383116256,0.0523923377662292,3.00870620312512,0.0395117858679522,0.795928129388256
"Mcat",0.275422314323123,-0.243559064072263,0.0761580218017674,0.0449342109725922,0.0681250814509367,3.00783624755292,0.0395507595863008,0.795928129388256
"Bnip3l",-0.251878043311926,-0.170627763402173,-0.0200452881227979,-0.0220249237124047,0.067809149258234,3.00723295077094,0.0395778110715314,0.795928129388256
"Usp46",0.0121168360217992,-0.15167041124951,-0.113584313134567,-0.115233835621584,0.0707229484542387,3.00296766167987,0.0397696260959596,0.795928129388256
"Tex30",0.0732745286348054,0.127447685636607,0.0905721509130113,-0.131347111355289,0.0477248654279643,3.00279972638187,0.0397771985292908,0.795928129388256
"Edem2",0.267325763007748,0.02700294188053,-0.0374117652375328,-0.0428918069342802,0.104674418105562,3.00267800165984,0.0397826882221376,0.795928129388256
"Syt2",0.0418077530961375,0.0659386304125799,0.309955822382347,0.0620316935103238,0.0509162571104007,2.99870964095378,0.0399621000243061,0.795928129388256
"Slc2a1",-0.19340621507343,0.0757239051195996,0.167562024383296,-0.125904837215952,0.0679717400074085,2.99820942863229,0.0399847758535908,0.795928129388256
"Ccdc22",-0.247965053069698,0.0469019913140211,-0.118490107066009,-0.2791602187904,0.0837991769673243,2.99779426036195,0.040003606815447,0.795928129388256
"Olfr1130",-0.104880803106745,0.0215644985302637,-0.148410582061685,-0.242428654368704,0.0436543833268059,2.99519931436914,0.0401215206195619,0.795928129388256
"Ube2z",-0.096414532726547,-0.142482020936088,0.00566498842886778,0.00463077613922094,0.0351335354180592,2.9948080470723,0.0401393317425801,0.795928129388256
"Ttll3",-0.100388721335561,-0.230577337304776,-0.180950518087247,0.00128843141766459,0.082003196143945,2.99295694550068,0.0402237108737631,0.795928129388256
"Smox",0.00591462370862052,-0.234099280468401,0.0428793487393396,0.0685565362256324,0.0910870738192227,2.99270431916543,0.0402352409991024,0.795928129388256
"Zfp961",0.0217713690454338,-0.0354323977761168,0.187622088068133,0.149489256235458,0.0302711993822312,2.9914264525262,0.0402936179817204,0.795928129388256
